01686.jpg,"[[{""left"": 0.165, ""top"": 0.1837959489872468, ""width"": 0.711, ""height"": 0.7494373593398349, ""label"": ""Шарден\nдом вкуса"", ""shape"": ""rectangle""}]]",2000,1333,0.6665,Шарден дом вкуса,images/01686.jpg
01687.jpg,"[[{""left"": 0.13, ""top"": 0.04336043360433604, ""width"": 0.714, ""height"": 0.44986449864498645, ""label"": ""цветочный салон"", ""shape"": ""rectangle""}]]",500,369,0.738,цветочный салон,images/01687.jpg
01697.jpg,"[[{""left"": 0.15364583333333334, ""top"": 0.3549382716049383, ""width"": 0.8038194444444444, ""height"": 0.4506172839506173, ""label"": ""ОБЕДБУФЕТ"", ""shape"": ""rectangle""}, {""left"": 0.004340277777777778, ""top"": 0.46296296296296297, ""width"": 0.1796875, ""height"": 0.38425925925925924, ""label"": ""ОБЕД\nБУФЕТ"", ""shape"": ""rectangle""}]]",1152,648,0.5625,"ОБЕДБУФЕТ ОБЕД БУФЕТ",images/01697.jpg
01704.jpg,"[[{""left"": 0.08333333333333333, ""top"": 0.17435897435897435, ""width"": 0.6699999999999999, ""height"": 0.27692307692307694, ""label"": ""КОФЕЙНЯ"", ""shape"": ""rectangle""}]]",300,195,0.65,КОФЕЙНЯ,images/01704.jpg
01711.jpg,"[[{""left"": 0.3476297968397291, ""top"": 0.20175438596491227, ""width"": 0.3589164785553048, ""height"": 0.5, ""label"": ""МАГАЗИН"", ""shape"": ""rectangle""}]]",443,114,0.2573363431151241,МАГАЗИН,images/01711.jpg
01749.jpg,"[[{""left"": 0.05952380952380952, ""top"": 0.10655737704918032, ""width"": 0.9166666666666666, ""height"": 0.7131147540983607, ""label"": ""ТКАНИ"", ""shape"": ""rectangle""}]]",588,244,0.4149659863945578,ТКАНИ,images/01749.jpg
02363.jpg,"[[{""left"": 0.07272727272727272, ""top"": 0.47540983606557374, ""width"": 0.9090909090909091, ""height"": 0.5191256830601093, ""label"": ""ШЕФ\nБАРБЕКЮ"", ""shape"": ""rectangle""}]]",275,183,0.6654545454545454,ШЕФ БАРБЕКЮ,images/02363.jpg
02371.jpg,"[[{""left"": 0.1015, ""top"": 0.168, ""width"": 0.6715, ""height"": 0.43666666666666665, ""label"": ""НА РЫБАЛКУ!"", ""shape"": ""rectangle""}, {""left"": 0.6925, ""top"": 0.614, ""width"": 0.21599999999999997, ""height"": 0.14866666666666672, ""label"": ""Рыболовный магазин"", ""shape"": ""rectangle""}]]",2000,1500,0.75,"НА РЫБАЛКУ! Рыболовный магазин",images/02371.jpg
02372.jpg,"[[{""left"": 0.050387596899224806, ""top"": 0.3282051282051282, ""width"": 0.9186046511627907, ""height"": 0.48205128205128206, ""label"": ""РАЗЛИВНОВЪ"", ""shape"": ""rectangle""}]]",258,195,0.7558139534883721,РАЗЛИВНОВЪ,images/02372.jpg
02717.jpg,"[[{""left"": 0.2105978260869565, ""top"": 0.345565749235474, ""width"": 0.625, ""height"": 0.31294597349643216, ""label"": ""Улица\nкого-то\nсъест"", ""shape"": ""rectangle""}]]",736,981,1.3328804347826086,Улица кого-то съест,images/02717.jpg
02745.jpg,"[[{""left"": 0.16796875, ""top"": 0.2485294117647059, ""width"": 0.7177734375, ""height"": 0.3161764705882353, ""label"": ""Я встречу тебя на улице.\nИ всю зацелую."", ""shape"": ""rectangle""}]]",1024,680,0.6640625,Я встречу тебя на улице. И всю зацелую.,images/02745.jpg
02800.jpg,"[[{""left"": 0.00703125, ""top"": 0.011723329425556858, ""width"": 0.9828125, ""height"": 0.9296600234466589, ""label"": ""приёмная\nкомиссия"", ""shape"": ""rectangle""}]]",1280,853,0.66640625,приёмная комиссия,images/02800.jpg
02802.jpg,"[[{""left"": 0.022222222222222223, ""top"": 0.2911392405063291, ""width"": 0.9682539682539683, ""height"": 0.22784810126582278, ""label"": ""федеральное государственное\nбюджетное образовательное учреждение"", ""shape"": ""rectangle""}, {""left"": 0.009523809523809525, ""top"": 0.5232067510548524, ""width"": 0.9714285714285714, ""height"": 0.4514767932489451, ""label"": ""средняя школа-интернат\nминистерства\nиностранных дел\nроссийской федерации"", ""shape"": ""rectangle""}]]",315,237,0.7523809523809524,"федеральное государственное бюджетное образовательное учреждение средняя школа-интернат министерства иностранных дел российской федерации",images/02802.jpg
02847.jpg,"[[{""left"": 0.2114695340501792, ""top"": 0.2596685082872928, ""width"": 0.5555555555555556, ""height"": 0.2762430939226519, ""label"": ""ОБЩЕРОССИЙСКАЯ\nОБЩЕСТВЕННАЯ\nОРГАНИЗАЦИЯ"", ""shape"": ""rectangle""}, {""left"": 0.12544802867383512, ""top"": 0.574585635359116, ""width"": 0.7419354838709677, ""height"": 0.2928176795580111, ""label"": ""РОССИЙСКИЙ\nКРАСНЫЙ КРЕСТ"", ""shape"": ""rectangle""}]]",279,181,0.6487455197132617,"ОБЩЕРОССИЙСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ РОССИЙСКИЙ КРАСНЫЙ КРЕСТ",images/02847.jpg
02924.jpg,"[[{""left"": 0.23720349563046192, ""top"": 0.29545454545454547, ""width"": 0.5243445692883895, ""height"": 0.09440559440559437, ""label"": ""АДМИНИСТРАЦИЯ ГОРОДА НИЖНЕГО НОВГОРОДА"", ""shape"": ""rectangle""}, {""left"": 0.04119850187265917, ""top"": 0.40559440559440557, ""width"": 0.9275905118601748, ""height"": 0.25699300699300703, ""label"": ""МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ\nДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ\nУЧРЕЖДЕНИЕ"", ""shape"": ""rectangle""}, {""left"": 0.1947565543071161, ""top"": 0.6940559440559441, ""width"": 0.6229712858926342, ""height"": 0.24125874125874125, ""label"": ""ДЕТСКИЙ САД\n№ 136"", ""shape"": ""rectangle""}]]",801,572,0.714107365792759,"АДМИНИСТРАЦИЯ ГОРОДА НИЖНЕГО НОВГОРОДА МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 136",images/02924.jpg
03136.jpg,"[[{""left"": 0.1511111111111111, ""top"": 0.3244444444444444, ""width"": 0.6992592592592592, ""height"": 0.15000000000000002, ""label"": ""ПРАВИТЕЛЬСТВО\nСАНКТ-ПЕТЕРБУРГА"", ""shape"": ""rectangle""}, {""left"": 0.04, ""top"": 0.49, ""width"": 0.9422222222222222, ""height"": 0.46111111111111114, ""label"": ""КОМИТЕТ\nПО ФИЗИЧЕСКОЙ\nКУЛЬТУРЕ И\nСПОРТУ"", ""shape"": ""rectangle""}]]",675,900,1.3333333333333333,"ПРАВИТЕЛЬСТВО САНКТ-ПЕТЕРБУРГА КОМИТЕТ ПО ФИЗИЧЕСКОЙ КУЛЬТУРЕ И СПОРТУ",images/03136.jpg
03390.jpg,"[[{""left"": 0.030120481927710843, ""top"": 0.010526315789473684, ""width"": 0.966867469879518, ""height"": 0.9368421052631578, ""label"": ""проспект\nЛЕНИНА \n100 "", ""shape"": ""rectangle""}]]",332,190,0.572289156626506,проспект ЛЕНИНА  100 ,images/03390.jpg
03600.jpg,"[[{""left"": 0.03272727272727273, ""top"": 0.12021857923497267, ""width"": 0.9490909090909091, ""height"": 0.7923497267759563, ""label"": ""улица\nСадовая\n127"", ""shape"": ""rectangle""}]]",275,183,0.6654545454545454,улица Садовая 127,images/03600.jpg
03681.jpg,"[[{""left"": 0.10555555555555556, ""top"": 0.38957816377171217, ""width"": 0.14888888888888885, ""height"": 0.25310173697270466, ""label"": ""54"", ""shape"": ""rectangle""}, {""left"": 0.38666666666666666, ""top"": 0.3771712158808933, ""width"": 0.3888888888888889, ""height"": 0.28784119106699746, ""label"": ""Горького\nулица"", ""shape"": ""rectangle""}]]",900,403,0.4477777777777778,"54 Горького улица",images/03681.jpg
03682.jpg,"[[{""left"": 0.03313253012048193, ""top"": 0.02631578947368421, ""width"": 0.9216867469879518, ""height"": 0.8881578947368421, ""label"": ""улица\nНАЗВАНИЕ\n18"", ""shape"": ""rectangle""}]]",332,152,0.4578313253012048,улица НАЗВАНИЕ 18,images/03682.jpg
03684.jpg,"[[{""left"": 0.24548736462093862, ""top"": 0.15934065934065933, ""width"": 0.6823104693140793, ""height"": 0.6208791208791209, ""label"": ""123"", ""shape"": ""rectangle""}]]",277,182,0.6570397111913358,123,images/03684.jpg
03702.jpg,"[[{""left"": 0.221875, ""top"": 0.38, ""width"": 0.37374999999999997, ""height"": 0.265, ""label"": ""Школьная\nулица"", ""shape"": ""rectangle""}, {""left"": 0.60375, ""top"": 0.38666666666666666, ""width"": 0.17000000000000004, ""height"": 0.2558333333333333, ""label"": ""3"", ""shape"": ""rectangle""}]]",1600,1200,0.75,"Школьная улица 3",images/03702.jpg
03985.jpg,"[[{""left"": 0.03125, ""top"": 0.0125, ""width"": 0.9525, ""height"": 0.9762500000000001, ""label"": ""банк россии\n10\nрублей\n2022"", ""shape"": ""rectangle""}]]",1600,1600,1.0,банк россии 10 рублей 2022,images/03985.jpg
04009.jpg,"[[{""left"": 0, ""top"": 0, ""width"": 299.18981481481484, ""height"": 147.56944444444443, ""label"": ""РОССИЙСКАЯ ФЕДЕРАЦИЯ"", ""shape"": ""rectangle""}, {""left"": 48.03240740740739, ""top"": 200.8101851851852, ""width"": 210.64814814814815, ""height"": 97.80092592592595, ""label"": ""БАНК РОССИИ\n25 РУБЛЕЙ\n2019 г."", ""shape"": ""rectangle""}]]",300,299,0.9966666666666668,"РОССИЙСКАЯ ФЕДЕРАЦИЯ БАНК РОССИИ 25 РУБЛЕЙ 2019 г.",images/04009.jpg
04155.jpg,"[[{""left"": 0.35596026490066224, ""top"": 0.14887640449438203, ""width"": 0.554635761589404, ""height"": 0.7640449438202247, ""label"": ""СБЕР\nДля жизни"", ""shape"": ""rectangle""}]]",604,356,0.5894039735099338,СБЕР Для жизни,images/04155.jpg
04427.jpg,"[[{""left"": 0.15625, ""top"": 0.4198717948717949, ""width"": 0.8197115384615384, ""height"": 0.38461538461538464, ""label"": ""Шаурма"", ""shape"": ""rectangle""}]]",416,312,0.75,Шаурма,images/04427.jpg
05061.jpg,"[[{""left"": 0.030303030303030304, ""top"": 0.042, ""width"": 0.9292929292929293, ""height"": 0.43, ""label"": ""ОСТОРОЖНО\nСТЕКЛО!"", ""shape"": ""rectangle""}]]",495,500,1.0101010101010102,ОСТОРОЖНО СТЕКЛО!,images/05061.jpg
05225.jpg,"[[{""left"": 0.082, ""top"": 0.13559322033898305, ""width"": 0.864, ""height"": 0.7457627118644068, ""label"": ""Не езди за \\/ мной, я \\/ заблудился"", ""shape"": ""rectangle""}]]",500,354,0.708,"Не езди за / мной, я / заблудился",images/05225.jpg
05249.jpg,"[[{""left"": 0.06741573033707865, ""top"": 0.1693121693121693, ""width"": 0.8651685393258426, ""height"": 0.6772486772486772, ""label"": ""Не обгоняй - \nобидно"", ""shape"": ""rectangle""}]]",267,189,0.7078651685393258,Не обгоняй -  обидно,images/05249.jpg
05422.jpg,"[[{""left"": 0.03272727272727273, ""top"": 0.03278688524590164, ""width"": 0.9527272727272728, ""height"": 0.907103825136612, ""label"": ""ДРУЖНАЯ\n43"", ""shape"": ""rectangle""}]]",275,183,0.6654545454545454,ДРУЖНАЯ 43,images/05422.jpg
05639.jpg,"[[{""left"": 0.05791505791505792, ""top"": 0.30412371134020616, ""width"": 0.8571428571428571, ""height"": 0.3144329896907217, ""label"": ""ОФИС ПРОДАЖ"", ""shape"": ""rectangle""}]]",259,194,0.749034749034749,ОФИС ПРОДАЖ,images/05639.jpg
05730.jpg,"[[{""left"": 0.12167300380228137, ""top"": 0.28285714285714286, ""width"": 0.8022813688212928, ""height"": 0.2714285714285714, ""label"": ""СКА"", ""shape"": ""rectangle""}]]",263,350,1.3307984790874523,СКА,images/05730.jpg
05787.jpg,"[[{""left"": 0.014900662251655629, ""top"": 0.04326123128119801, ""width"": 0.9652317880794702, ""height"": 0.45923460898502494, ""label"": ""РЕКЛАМА\nДОЛЖНА РАБОТАТЬ."", ""shape"": ""rectangle""}]]",604,601,0.9950331125827816,РЕКЛАМА ДОЛЖНА РАБОТАТЬ.,images/05787.jpg
06835.jpg,"[[{""left"": 0.267, ""top"": 0.13063063063063063, ""width"": 0.45899999999999996, ""height"": 0.6321321321321322, ""label"": ""47\nулица Кирова"", ""shape"": ""rectangle""}]]",1000,666,0.666,47 улица Кирова,images/06835.jpg
06921.jpg,"[[{""left"": 0.034482758620689655, ""top"": 0.31382978723404253, ""width"": 0.9655172413793104, ""height"": 0.31117021276595747, ""label"": ""АДМИНИСТРАЦИЯ"", ""shape"": ""rectangle""}]]",319,376,1.1786833855799372,АДМИНИСТРАЦИЯ,images/06921.jpg
06967.jpg,"[[{""left"": 0.18222222222222223, ""top"": 0.19111111111111112, ""width"": 0.6844444444444444, ""height"": 0.6177777777777778, ""label"": ""А"", ""shape"": ""rectangle""}]]",225,225,1.0,А,images/06967.jpg
07122.jpg,"[[{""left"": 0.23938679245283018, ""top"": 0.05504587155963303, ""width"": 0.758254716981132, ""height"": 0.8944954128440367, ""label"": ""НотаФото"", ""shape"": ""rectangle""}]]",848,218,0.2570754716981132,НотаФото,images/07122.jpg
07139.jpg,"[[{""left"": 0.06265060240963856, ""top"": 0.16987179487179488, ""width"": 0.9036144578313252, ""height"": 0.49679487179487175, ""label"": ""ЗАВОДСКАЯ 29"", ""shape"": ""rectangle""}]]",415,312,0.7518072289156627,ЗАВОДСКАЯ 29,images/07139.jpg
07302.jpg,"[[{""left"": 0.18592964824120603, ""top"": 0.18972332015810275, ""width"": 0.6030150753768844, ""height"": 0.22924901185770755, ""label"": ""Очень глупая \nнадпись"", ""shape"": ""rectangle""}]]",199,253,1.271356783919598,Очень глупая  надпись,images/07302.jpg
07310.jpg,"[[{""left"": 0.255, ""top"": 0.28115015974440893, ""width"": 0.473, ""height"": 0.3312034078807242, ""label"": ""Я русский"", ""shape"": ""rectangle""}]]",1000,939,0.939,Я русский,images/07310.jpg
07380.jpg,"[[{""left"": 0.14446529080675422, ""top"": 0.2875, ""width"": 0.7542213883677299, ""height"": 0.3175, ""label"": ""Я РУССКИЙ"", ""shape"": ""rectangle""}]]",533,800,1.50093808630394,Я РУССКИЙ,images/07380.jpg
07532.jpg,"[[{""left"": 0.23555555555555555, ""top"": 0.40444444444444444, ""width"": 0.6933333333333334, ""height"": 0.4977777777777778, ""label"": ""ИНТРОВЕРТ"", ""shape"": ""rectangle""}]]",225,225,1.0,ИНТРОВЕРТ,images/07532.jpg
08489.jpg,"[[{""left"": 0.035, ""top"": 0.5875, ""width"": 0.9199999999999999, ""height"": 0.3385, ""label"": ""Город Чистых Стен\nТверь - город воинской славы"", ""shape"": ""rectangle""}]]",2000,2000,1.0,Город Чистых Стен Тверь - город воинской славы,images/08489.jpg
08588.jpg,"[[{""left"": 0.1346153846153846, ""top"": 0.30412371134020616, ""width"": 0.7846153846153846, ""height"": 0.42783505154639173, ""label"": ""КИРОВ"", ""shape"": ""rectangle""}]]",260,194,0.7461538461538462,КИРОВ,images/08588.jpg
10440.jpg,"[[{""left"": 0.0078125, ""top"": 0.24375917767988253, ""width"": 0.9814453125, ""height"": 0.41409691629955947, ""label"": ""\""ШОК!\"""", ""shape"": ""rectangle""}]]",1024,681,0.6650390625,"""ШОК!""",images/10440.jpg
10483.jpg,"[[{""left"": 0.10985915492957747, ""top"": 0.18309859154929578, ""width"": 0.7971830985915493, ""height"": 0.8056338028169014, ""label"": ""В\nОбъёмные буквы"", ""shape"": ""rectangle""}]]",355,355,1.0,В Объёмные буквы,images/10483.jpg
10834.jpg,"[[{""left"": 0.004120879120879121, ""top"": 0.2156398104265403, ""width"": 0.16758241758241757, ""height"": 0.16824644549763035, ""label"": ""2459"", ""shape"": ""rectangle""}, {""left"": 0.18543956043956045, ""top"": 0.2132701421800948, ""width"": 0.3008241758241758, ""height"": 0.18009478672985782, ""label"": ""Блинчики"", ""shape"": ""rectangle""}, {""left"": 0.5, ""top"": 0.23933649289099526, ""width"": 0.36401098901098905, ""height"": 0.19194312796208532, ""label"": ""с творогом"", ""shape"": ""rectangle""}, {""left"": 0.9148351648351648, ""top"": 0.23459715639810427, ""width"": 0.06318681318681318, ""height"": 0.2132701421800948, ""label"": ""2"", ""shape"": ""rectangle""}, {""left"": 0.10851648351648352, ""top"": 0.4431279620853081, ""width"": 0.32967032967032966, ""height"": 0.1374407582938389, ""label"": ""сами готовим"", ""shape"": ""rectangle""}]]",728,422,0.5796703296703297,"2459 Блинчики с творогом 2 сами готовим",images/10834.jpg
11136.jpg,"[[{""left"": 0.023148148148148147, ""top"": 0.01282051282051282, ""width"": 0.9768518518518519, ""height"": 0.14957264957264957, ""label"": ""ТЕБЕ НЕ СПРАВИТЬСЯ С СИЛОЙ"", ""shape"": ""rectangle""}, {""left"": 0.18518518518518517, ""top"": 0.8461538461538461, ""width"": 0.6805555555555556, ""height"": 0.15384615384615385, ""label"": ""МОЕЙ НЯШНОСТИ"", ""shape"": ""rectangle""}]]",216,234,1.0833333333333333,"ТЕБЕ НЕ СПРАВИТЬСЯ С СИЛОЙ МОЕЙ НЯШНОСТИ",images/11136.jpg
11157.jpg,"[[{""left"": 0.04, ""top"": 0.07738095238095238, ""width"": 0.9566666666666667, ""height"": 0.8809523809523809, ""label"": ""ИТОГИ\nКОНКУРСА"", ""shape"": ""rectangle""}]]",300,168,0.56,ИТОГИ КОНКУРСА,images/11157.jpg
11590.jpg,"[[{""left"": 0.22142857142857142, ""top"": 0.2714285714285714, ""width"": 0.6178571428571429, ""height"": 0.3535714285714286, ""label"": ""Держаться"", ""shape"": ""rectangle""}]]",280,280,1.0,Держаться,images/11590.jpg
11631.jpg,"[[{""left"": 0.19603753910323254, ""top"": 0.2064650677789364, ""width"": 0.6047966631908238, ""height"": 0.56725755995829, ""label"": ""я остаюсь таким же,\nкак и был"", ""shape"": ""rectangle""}]]",959,959,1.0,"я остаюсь таким же, как и был",images/11631.jpg
11678.jpg,"[[{""left"": 0.038338658146964855, ""top"": 0.2981366459627329, ""width"": 0.904153354632588, ""height"": 0.36645962732919257, ""label"": ""Только Бог Мне Судья"", ""shape"": ""rectangle""}]]",313,161,0.5143769968051118,Только Бог Мне Судья,images/11678.jpg
11689.jpg,"[[{""left"": 0.05, ""top"": 0.017857142857142856, ""width"": 0.6214285714285713, ""height"": 0.7714285714285714, ""label"": ""идите лесом!"", ""shape"": ""rectangle""}]]",280,280,1.0,идите лесом!,images/11689.jpg
11947.jpg,"[[{""left"": 0.008633093525179856, ""top"": 0.051490514905149054, ""width"": 0.9784172661870504, ""height"": 0.9078590785907859, ""label"": ""ВНИМАНИЕ!\nЭКСТРЕННОЕ\nПРЕДУПРЕЖДЕНИЕ!"", ""shape"": ""rectangle""}]]",695,369,0.5309352517985612,ВНИМАНИЕ! ЭКСТРЕННОЕ ПРЕДУПРЕЖДЕНИЕ!,images/11947.jpg
12009.jpg,"[[{""left"": 0.0410783055198973, ""top"": 0.03508771929824561, ""width"": 0.920410783055199, ""height"": 0.2850877192982456, ""label"": ""ВНИМАНИЕ!"", ""shape"": ""rectangle""}, {""left"": 0.14249037227214378, ""top"": 0.35526315789473684, ""width"": 0.730423620025674, ""height"": 0.26315789473684215, ""label"": ""Штормовое"", ""shape"": ""rectangle""}, {""left"": 0.007702182284980745, ""top"": 0.6425438596491229, ""width"": 0.9833119383825417, ""height"": 0.23245614035087714, ""label"": ""предупреждение!"", ""shape"": ""rectangle""}]]",779,456,0.5853658536585366,"ВНИМАНИЕ! Штормовое предупреждение!",images/12009.jpg
12027.jpg,"[[{""left"": 0.09625, ""top"": 0.712, ""width"": 0.825, ""height"": 0.28600000000000003, ""label"": ""ПРОКУРАТУРА"", ""shape"": ""rectangle""}]]",800,500,0.625,ПРОКУРАТУРА,images/12027.jpg
12265.jpg,"[[{""left"": 0.020618556701030927, ""top"": 0.38330757341576505, ""width"": 0.48762886597938143, ""height"": 0.3554868624420402, ""label"": ""Выход на ЛЕД\nОПАСЕН!"", ""shape"": ""rectangle""}]]",970,647,0.6670103092783505,Выход на ЛЕД ОПАСЕН!,images/12265.jpg
12278.jpg,"[[{""left"": 0.12873563218390804, ""top"": 0.06712564543889846, ""width"": 0.728735632183908, ""height"": 0.33046471600688465, ""label"": ""ВНИМАНИЕ!"", ""shape"": ""rectangle""}, {""left"": 0.0367816091954023, ""top"": 0.42857142857142855, ""width"": 0.9436781609195403, ""height"": 0.5283993115318417, ""label"": ""ШТОРМОВОЕ\nПРЕДУПРЕЖДЕНИЕ!"", ""shape"": ""rectangle""}]]",870,581,0.667816091954023,"ВНИМАНИЕ! ШТОРМОВОЕ ПРЕДУПРЕЖДЕНИЕ!",images/12278.jpg
12407.jpg,"[[{""left"": 0.0040650406504065045, ""top"": 0.16585365853658537, ""width"": 0.9918699186991871, ""height"": 0.6536585365853658, ""label"": ""НЕ ПРИЖИМАЙСЯ,\nНЕ В ПОСТЕЛИ!"", ""shape"": ""rectangle""}]]",246,205,0.8333333333333334,"НЕ ПРИЖИМАЙСЯ, НЕ В ПОСТЕЛИ!",images/12407.jpg\
12561.jpg,"[[{""left"": 0.015, ""top"": 0.485, ""width"": 0.98, ""height"": 0.485, ""label"": ""Т 34"", ""shape"": ""rectangle""}]]",200,200,1.0,Т 34,images/12561.jpg
12803.jpg,"[[{""left"": 0.011627906976744186, ""top"": 0.006144393241167435, ""width"": 0.9883720930232558, ""height"": 0.32411674347158215, ""label"": ""ГРАНИТНЫЙ"", ""shape"": ""rectangle""}, {""left"": 0.002583979328165375, ""top"": 0.6559139784946236, ""width"": 0.954780361757106, ""height"": 0.3425499231950845, ""label"": ""ЗАВОД 1"", ""shape"": ""rectangle""}]]",774,651,0.8410852713178295,"ГРАНИТНЫЙ ЗАВОД 1",images/12803.jpg
